ano,mes,estado,numero,encontro
2007,Maio,Santa Catarina,2,1/1/2007
2008,Maio,Santa Catarina,15,1/1/2008
2009,Maio,Santa Catarina,33,1/1/2009
2010,Maio,Santa Catarina,1,1/1/2010
2011,Maio,Santa Catarina,16,1/1/2011
2012,Maio,Santa Catarina,60,1/1/2012
2013,Maio,Santa Catarina,52,1/1/2013
2014,Maio,Santa Catarina,42,1/1/2014
2015,Maio,Santa Catarina,70,1/1/2015
2016,Maio,Santa Catarina,26,1/1/2016
2017,Maio,Santa Catarina,36,1/1/2017
1998,Junho,Santa Catarina,2,1/1/1998
1999,Junho,Santa Catarina,0,1/1/1999
2000,Junho,Santa Catarina,2,1/1/2000
2001,Junho,Santa Catarina,1,1/1/2001
2002,Junho,Santa Catarina,0,1/1/2002
2003,Junho,Santa Catarina,68,1/1/2003
2004,Junho,Santa Catarina,127,1/1/2004
2005,Junho,Santa Catarina,58,1/1/2005
2006,Junho,Santa Catarina,32,1/1/2006
2007,Junho,Santa Catarina,11,1/1/2007
2008,Junho,Santa Catarina,2,1/1/2008
2009,Junho,Santa Catarina,14,1/1/2009
2010,Junho,Santa Catarina,1,1/1/2010
2011,Junho,Santa Catarina,26,1/1/2011
2012,Junho,Santa Catarina,42,1/1/2012
2013,Junho,Santa Catarina,31,1/1/2013
2014,Junho,Santa Catarina,3,1/1/2014
2015,Junho,Santa Catarina,104,1/1/2015
2016,Junho,Santa Catarina,79,1/1/2016
2017,Junho,Santa Catarina,70,1/1/2017
1998,Julho,Santa Catarina,0,1/1/1998
1999,Julho,Santa Catarina,2,1/1/1999
2000,Julho,Santa Catarina,21,1/1/2000
2001,Julho,Santa Catarina,5,1/1/2001
2002,Julho,Santa Catarina,82,1/1/2002
2003,Julho,Santa Catarina,43,1/1/2003
2004,Julho,Santa Catarina,94,1/1/2004
2005,Julho,Santa Catarina,90,1/1/2005
2006,Julho,Santa Catarina,74,1/1/2006
2007,Julho,Santa Catarina,12,1/1/2007
2008,Julho,Santa Catarina,46,1/1/2008
2009,Julho,Santa Catarina,26,1/1/2009
2010,Julho,Santa Catarina,31,1/1/2010
2011,Julho,Santa Catarina,31,1/1/2011
2012,Julho,Santa Catarina,42,1/1/2012
2013,Julho,Santa Catarina,69,1/1/2013
2014,Julho,Santa Catarina,82,1/1/2014
2015,Julho,Santa Catarina,45,1/1/2015
2016,Julho,Santa Catarina,480,1/1/2016
2017,Julho,Santa Catarina,591,1/1/2017
1998,Agosto,Santa Catarina,0,1/1/1998
1999,Agosto,Santa Catarina,51,1/1/1999
2000,Agosto,Santa Catarina,69,1/1/2000
2001,Agosto,Santa Catarina,24,1/1/2001
2002,Agosto,Santa Catarina,702,1/1/2002
2003,Agosto,Santa Catarina,1.513,1/1/2003
2004,Agosto,Santa Catarina,728,1/1/2004
2005,Agosto,Santa Catarina,391,1/1/2005
2006,Agosto,Santa Catarina,728,1/1/2006
2007,Agosto,Santa Catarina,462,1/1/2007
2008,Agosto,Santa Catarina,,1/1/2008
2009,Agosto,Santa Catarina,759,1/1/2009
2010,Agosto,Santa Catarina,511,1/1/2010
2011,Agosto,Santa Catarina,175,1/1/2011
2012,Agosto,Santa Catarina,398,1/1/2012
2013,Agosto,Santa Catarina,236,1/1/2013
2014,Agosto,Santa Catarina,459,1/1/2014
2015,Agosto,Santa Catarina,379,1/1/2015
2016,Agosto,Santa Catarina,,1/1/2016
2017,Agosto,Santa Catarina,713,1/1/2017
1998,Setembro,Santa Catarina,6,1/1/1998
1999,Setembro,Santa Catarina,101,1/1/1999
2000,Setembro,Santa Catarina,36,1/1/2000
2001,Setembro,Santa Catarina,18,1/1/2001
2002,Setembro,Santa Catarina,416,1/1/2002
2003,Setembro,Santa Catarina,1.339,1/1/2003
2004,Setembro,Santa Catarina,755,1/1/2004
2005,Setembro,Santa Catarina,116,1/1/2005
2006,Setembro,Santa Catarina,530,1/1/2006
2007,Setembro,Santa Catarina,617,1/1/2007
2008,Setembro,Santa Catarina,233,1/1/2008
2009,Setembro,Santa Catarina,47,1/1/2009
2010,Setembro,Santa Catarina,198,1/1/2010
2011,Setembro,Santa Catarina,450,1/1/2011
2012,Setembro,Santa Catarina,188,1/1/2012
2013,Setembro,Santa Catarina,303,1/1/2013
2014,Setembro,Santa Catarina,208,1/1/2014
2015,Setembro,Santa Catarina,156,1/1/2015
2016,Setembro,Santa Catarina,644,1/1/2016
2017,Setembro,Santa Catarina,626,1/1/2017
1998,Outubro,Santa Catarina,4,1/1/1998
1999,Outubro,Santa Catarina,16,1/1/1999
2000,Outubro,Santa Catarina,55,1/1/2000
2001,Outubro,Santa Catarina,26,1/1/2001
2002,Outubro,Santa Catarina,42,1/1/2002
2003,Outubro,Santa Catarina,669,1/1/2003
2004,Outubro,Santa Catarina,704,1/1/2004
2005,Outubro,Santa Catarina,197,1/1/2005
2006,Outubro,Santa Catarina,269,1/1/2006
2007,Outubro,Santa Catarina,35,1/1/2007
2008,Outubro,Santa Catarina,56,1/1/2008
2009,Outubro,Santa Catarina,252,1/1/2009
2010,Outubro,Santa Catarina,76,1/1/2010
2011,Outubro,Santa Catarina,102,1/1/2011
2012,Outubro,Santa Catarina,34,1/1/2012
2013,Outubro,Santa Catarina,,1/1/2013
2014,Outubro,Santa Catarina,122,1/1/2014
2015,Outubro,Santa Catarina,21,1/1/2015
2016,Outubro,Santa Catarina,56,1/1/2016
2017,Outubro,Santa Catarina,51,1/1/2017
1998,Novembro,Santa Catarina,21,1/1/1998
1999,Novembro,Santa Catarina,84,1/1/1999
2000,Novembro,Santa Catarina,19,1/1/2000
2001,Novembro,Santa Catarina,66,1/1/2001
2002,Novembro,Santa Catarina,348,1/1/2002
2003,Novembro,Santa Catarina,347,1/1/2003
2004,Novembro,Santa Catarina,279,1/1/2004
2005,Novembro,Santa Catarina,384,1/1/2005
2006,Novembro,Santa Catarina,45,1/1/2006
2007,Novembro,Santa Catarina,26,1/1/2007
2008,Novembro,Santa Catarina,16,1/1/2008
2009,Novembro,Santa Catarina,61,1/1/2009
2010,Novembro,Santa Catarina,88,1/1/2010
2011,Novembro,Santa Catarina,79,1/1/2011
2012,Novembro,Santa Catarina,72,1/1/2012
2013,Novembro,Santa Catarina,84,1/1/2013
2014,Novembro,Santa Catarina,43,1/1/2014
2015,Novembro,Santa Catarina,9,1/1/2015
2016,Novembro,Santa Catarina,156,1/1/2016
2017,Novembro,Santa Catarina,152,1/1/2017
1998,Dezembro,Santa Catarina,26,1/1/1998
1999,Dezembro,Santa Catarina,89,1/1/1999
2000,Dezembro,Santa Catarina,29,1/1/2000
2001,Dezembro,Santa Catarina,45,1/1/2001
2002,Dezembro,Santa Catarina,76,1/1/2002
2003,Dezembro,Santa Catarina,129,1/1/2003
2004,Dezembro,Santa Catarina,68,1/1/2004
2005,Dezembro,Santa Catarina,17,1/1/2005
2006,Dezembro,Santa Catarina,7,1/1/2006
2007,Dezembro,Santa Catarina,17,1/1/2007
2008,Dezembro,Santa Catarina,29,1/1/2008
2009,Dezembro,Santa Catarina,20,1/1/2009
2010,Dezembro,Santa Catarina,23,1/1/2010
2011,Dezembro,Santa Catarina,24,1/1/2011
2012,Dezembro,Santa Catarina,32,1/1/2012
2013,Dezembro,Santa Catarina,,1/1/2013
2014,Dezembro,Santa Catarina,45,1/1/2014
2015,Dezembro,Santa Catarina,19,1/1/2015
2016,Dezembro,Santa Catarina,20,1/1/2016
1998,Janeiro,Sao Paulo,0,1/1/1998
1999,Janeiro,Sao Paulo,7,1/1/1999
2000,Janeiro,Sao Paulo,36,1/1/2000
2001,Janeiro,Sao Paulo,26,1/1/2001
2002,Janeiro,Sao Paulo,19,1/1/2002
2003,Janeiro,Sao Paulo,59,1/1/2003
2004,Janeiro,Sao Paulo,37,1/1/2004
2005,Janeiro,Sao Paulo,26,1/1/2005
2006,Janeiro,Sao Paulo,76,1/1/2006
2007,Janeiro,Sao Paulo,14,1/1/2007
2008,Janeiro,Sao Paulo,34,1/1/2008
2009,Janeiro,Sao Paulo,12,1/1/2009
2010,Janeiro,Sao Paulo,45,1/1/2010
2011,Janeiro,Sao Paulo,75,1/1/2011
2012,Janeiro,Sao Paulo,38,1/1/2012
2013,Janeiro,Sao Paulo,36,1/1/2013
2014,Janeiro,Sao Paulo,99,1/1/2014
2015,Janeiro,Sao Paulo,120,1/1/2015
2016,Janeiro,Sao Paulo,85,1/1/2016
2017,Janeiro,Sao Paulo,28,1/1/2017
1998,Fevereiro,Sao Paulo,0,1/1/1998
1999,Fevereiro,Sao Paulo,47,1/1/1999
2000,Fevereiro,Sao Paulo,25,1/1/2000
2001,Fevereiro,Sao Paulo,25,1/1/2001
2002,Fevereiro,Sao Paulo,19,1/1/2002
2003,Fevereiro,Sao Paulo,137,1/1/2003
2004,Fevereiro,Sao Paulo,41,1/1/2004
2005,Fevereiro,Sao Paulo,78,1/1/2005
2006,Fevereiro,Sao Paulo,59,1/1/2006
2007,Fevereiro,Sao Paulo,96,1/1/2007
2008,Fevereiro,Sao Paulo,30,1/1/2008
2009,Fevereiro,Sao Paulo,65,1/1/2009
2010,Fevereiro,Sao Paulo,152,1/1/2010
2011,Fevereiro,Sao Paulo,73,1/1/2011
2012,Fevereiro,Sao Paulo,81,1/1/2012
2013,Fevereiro,Sao Paulo,100,1/1/2013
2014,Fevereiro,Sao Paulo,112,1/1/2014
2015,Fevereiro,Sao Paulo,69,1/1/2015
2016,Fevereiro,Sao Paulo,188,1/1/2016
2017,Fevereiro,Sao Paulo,107,1/1/2017
1998,Março,Sao Paulo,0,1/1/1998
1999,Março,Sao Paulo,78,1/1/1999
2000,Março,Sao Paulo,26,1/1/2000
2001,Março,Sao Paulo,35,1/1/2001
2002,Março,Sao Paulo,111,1/1/2002
2003,Março,Sao Paulo,86,1/1/2003
2004,Março,Sao Paulo,73,1/1/2004
2005,Março,Sao Paulo,73,1/1/2005
2006,Março,Sao Paulo,106,1/1/2006
2007,Março,Sao Paulo,152,1/1/2007
2008,Março,Sao Paulo,72,1/1/2008
2009,Março,Sao Paulo,55,1/1/2009
2010,Março,Sao Paulo,111,1/1/2010
2011,Março,Sao Paulo,45,1/1/2011
2012,Março,Sao Paulo,99,1/1/2012
2013,Março,Sao Paulo,57,1/1/2013
2014,Março,Sao Paulo,75,1/1/2014
2015,Março,Sao Paulo,68,1/1/2015
2016,Março,Sao Paulo,82,1/1/2016
2017,Março,Sao Paulo,103,1/1/2017
1998,Abril,Sao Paulo,0,1/1/1998
1999,Abril,Sao Paulo,291,1/1/1999
2000,Abril,Sao Paulo,102,1/1/2000
2001,Abril,Sao Paulo,61,1/1/2001
2002,Abril,Sao Paulo,178,1/1/2002
2003,Abril,Sao Paulo,106,1/1/2003
2004,Abril,Sao Paulo,36,1/1/2004
2005,Abril,Sao Paulo,62,1/1/2005
2006,Abril,Sao Paulo,63,1/1/2006
2007,Abril,Sao Paulo,44,1/1/2007
2008,Abril,Sao Paulo,84,1/1/2008
2009,Abril,Sao Paulo,67,1/1/2009
2010,Abril,Sao Paulo,91,1/1/2010
2011,Abril,Sao Paulo,52,1/1/2011
2012,Abril,Sao Paulo,82,1/1/2012
2013,Abril,Sao Paulo,103,1/1/2013
2014,Abril,Sao Paulo,103,1/1/2014
2015,Abril,Sao Paulo,76,1/1/2015
2016,Abril,Sao Paulo,307,1/1/2016
2017,Abril,Sao Paulo,41,1/1/2017
1998,Maio,Sao Paulo,0,1/1/1998
1999,Maio,Sao Paulo,500,1/1/1999
2000,Maio,Sao Paulo,300,1/1/2000
2001,Maio,Sao Paulo,211,1/1/2001
2002,Maio,Sao Paulo,319,1/1/2002
2003,Maio,Sao Paulo,69,1/1/2003
2004,Maio,Sao Paulo,60,1/1/2004
2005,Maio,Sao Paulo,212,1/1/2005
2006,Maio,Sao Paulo,88,1/1/2006
2007,Maio,Sao Paulo,69,1/1/2007
2008,Maio,Sao Paulo,40,1/1/2008
2009,Maio,Sao Paulo,142,1/1/2009
2010,Maio,Sao Paulo,150,1/1/2010
2011,Maio,Sao Paulo,136,1/1/2011
2012,Maio,Sao Paulo,82,1/1/2012
2013,Maio,Sao Paulo,118,1/1/2013
2014,Maio,Sao Paulo,181,1/1/2014
2015,Maio,Sao Paulo,65,1/1/2015
2016,Maio,Sao Paulo,139,1/1/2016
2017,Maio,Sao Paulo,43,1/1/2017
1998,Junho,Sao Paulo,451,1/1/1998
1999,Junho,Sao Paulo,522,1/1/1999
2000,Junho,Sao Paulo,606,1/1/2000
2001,Junho,Sao Paulo,346,1/1/2001
2002,Junho,Sao Paulo,562,1/1/2002
2003,Junho,Sao Paulo,132,1/1/2003
2004,Junho,Sao Paulo,231,1/1/2004
2005,Junho,Sao Paulo,236,1/1/2005
2006,Junho,Sao Paulo,97,1/1/2006
2007,Junho,Sao Paulo,91,1/1/2007
2008,Junho,Sao Paulo,25,1/1/2008
2009,Junho,Sao Paulo,125,1/1/2009
2010,Junho,Sao Paulo,143,1/1/2010
2011,Junho,Sao Paulo,210,1/1/2011
2012,Junho,Sao Paulo,30,1/1/2012
2013,Junho,Sao Paulo,47,1/1/2013
2014,Junho,Sao Paulo,331,1/1/2014
2015,Junho,Sao Paulo,147,1/1/2015
2016,Junho,Sao Paulo,197,1/1/2016
2017,Junho,Sao Paulo,217,1/1/2017
1998,Julho,Sao Paulo,596,1/1/1998
1999,Julho,Sao Paulo,684,1/1/1999
2000,Julho,Sao Paulo,770,1/1/2000
2001,Julho,Sao Paulo,538,1/1/2001
2002,Julho,Sao Paulo,448,1/1/2002
2003,Julho,Sao Paulo,171,1/1/2003
2004,Julho,Sao Paulo,342,1/1/2004
2005,Julho,Sao Paulo,284,1/1/2005
2006,Julho,Sao Paulo,245,1/1/2006
2007,Julho,Sao Paulo,94,1/1/2007
2008,Julho,Sao Paulo,126,1/1/2008
2009,Julho,Sao Paulo,110,1/1/2009
2010,Julho,Sao Paulo,600,1/1/2010
2011,Julho,Sao Paulo,479,1/1/2011
2012,Julho,Sao Paulo,179,1/1/2012
2013,Julho,Sao Paulo,181,1/1/2013
2014,Julho,Sao Paulo,476,1/1/2014
2015,Julho,Sao Paulo,149,1/1/2015
2016,Julho,Sao Paulo,687,1/1/2016
2017,Julho,Sao Paulo,802,1/1/2017
1998,Agosto,Sao Paulo,581,1/1/1998
1999,Agosto,Sao Paulo,1.211,1/1/1999
2000,Agosto,Sao Paulo,915,1/1/2000
2001,Agosto,Sao Paulo,595,1/1/2001
2002,Agosto,Sao Paulo,719,1/1/2002
2003,Agosto,Sao Paulo,934,1/1/2003
2004,Agosto,Sao Paulo,794,1/1/2004
2005,Agosto,Sao Paulo,522,1/1/2005
2006,Agosto,Sao Paulo,572,1/1/2006
2007,Agosto,Sao Paulo,470,1/1/2007
2008,Agosto,Sao Paulo,153,1/1/2008
2009,Agosto,Sao Paulo,289,1/1/2009
2010,Agosto,Sao Paulo,1.809,1/1/2010
2011,Agosto,Sao Paulo,1.067,1/1/2011
2012,Agosto,Sao Paulo,435,1/1/2012
2013,Agosto,Sao Paulo,497,1/1/2013
2014,Agosto,Sao Paulo,1.458,1/1/2014
2015,Agosto,Sao Paulo,643,1/1/2015
2016,Agosto,Sao Paulo,797,1/1/2016
2017,Agosto,Sao Paulo,981,1/1/2017
1998,Setembro,Sao Paulo,525,1/1/1998
1999,Setembro,Sao Paulo,,1/1/1999
2000,Setembro,Sao Paulo,582,1/1/2000
2001,Setembro,Sao Paulo,425,1/1/2001
2002,Setembro,Sao Paulo,302,1/1/2002
2003,Setembro,Sao Paulo,977,1/1/2003
2004,Setembro,Sao Paulo,809,1/1/2004
2005,Setembro,Sao Paulo,231,1/1/2005
2006,Setembro,Sao Paulo,694,1/1/2006
2007,Setembro,Sao Paulo,495,1/1/2007
2008,Setembro,Sao Paulo,486,1/1/2008
2009,Setembro,Sao Paulo,116,1/1/2009
2010,Setembro,Sao Paulo,1.677,1/1/2010
2011,Setembro,Sao Paulo,1.108,1/1/2011
2012,Setembro,Sao Paulo,813,1/1/2012
2013,Setembro,Sao Paulo,560,1/1/2013
2014,Setembro,Sao Paulo,882,1/1/2014
2015,Setembro,Sao Paulo,368,1/1/2015
2016,Setembro,Sao Paulo,490,1/1/2016
2017,Setembro,Sao Paulo,2.868,1/1/2017
1998,Outubro,Sao Paulo,434,1/1/1998
1999,Outubro,Sao Paulo,763,1/1/1999
2000,Outubro,Sao Paulo,647,1/1/2000
2001,Outubro,Sao Paulo,444,1/1/2001
2002,Outubro,Sao Paulo,733,1/1/2002
2003,Outubro,Sao Paulo,422,1/1/2003
2004,Outubro,Sao Paulo,195,1/1/2004
2005,Outubro,Sao Paulo,221,1/1/2005
2006,Outubro,Sao Paulo,153,1/1/2006
2007,Outubro,Sao Paulo,281,1/1/2007
2008,Outubro,Sao Paulo,87,1/1/2008
2009,Outubro,Sao Paulo,64,1/1/2009
2010,Outubro,Sao Paulo,260,1/1/2010
2011,Outubro,Sao Paulo,188,1/1/2011
2012,Outubro,Sao Paulo,206,1/1/2012
2013,Outubro,Sao Paulo,127,1/1/2013
2014,Outubro,Sao Paulo,887,1/1/2014
2015,Outubro,Sao Paulo,,1/1/2015
2016,Outubro,Sao Paulo,177,1/1/2016
2017,Outubro,Sao Paulo,179,1/1/2017
1998,Novembro,Sao Paulo,488,1/1/1998
1999,Novembro,Sao Paulo,398,1/1/1999
2000,Novembro,Sao Paulo,96,1/1/2000
2001,Novembro,Sao Paulo,168,1/1/2001
2002,Novembro,Sao Paulo,72,1/1/2002
2003,Novembro,Sao Paulo,155,1/1/2003
2004,Novembro,Sao Paulo,144,1/1/2004
2005,Novembro,Sao Paulo,163,1/1/2005
2006,Novembro,Sao Paulo,43,1/1/2006
2007,Novembro,Sao Paulo,50,1/1/2007
2008,Novembro,Sao Paulo,20,1/1/2008
2009,Novembro,Sao Paulo,83,1/1/2009
2010,Novembro,Sao Paulo,104,1/1/2010
2011,Novembro,Sao Paulo,87,1/1/2011
2012,Novembro,Sao Paulo,50,1/1/2012
2013,Novembro,Sao Paulo,120,1/1/2013
2014,Novembro,Sao Paulo,56,1/1/2014
2015,Novembro,Sao Paulo,21,1/1/2015
2016,Novembro,Sao Paulo,39,1/1/2016
2017,Novembro,Sao Paulo,37,1/1/2017
1998,Dezembro,Sao Paulo,121,1/1/1998
1999,Dezembro,Sao Paulo,47,1/1/1999
2000,Dezembro,Sao Paulo,23,1/1/2000
2001,Dezembro,Sao Paulo,52,1/1/2001
2002,Dezembro,Sao Paulo,57,1/1/2002
2003,Dezembro,Sao Paulo,58,1/1/2003
2004,Dezembro,Sao Paulo,102,1/1/2004
2005,Dezembro,Sao Paulo,15,1/1/2005
2006,Dezembro,Sao Paulo,13,1/1/2006
2007,Dezembro,Sao Paulo,21,1/1/2007
2008,Dezembro,Sao Paulo,36,1/1/2008
2009,Dezembro,Sao Paulo,37,1/1/2009
2010,Dezembro,Sao Paulo,52,1/1/2010
2011,Dezembro,Sao Paulo,53,1/1/2011
2012,Dezembro,Sao Paulo,64,1/1/2012
2013,Dezembro,Sao Paulo,,1/1/2013
2014,Dezembro,Sao Paulo,57,1/1/2014
2015,Dezembro,Sao Paulo,45,1/1/2015
2016,Dezembro,Sao Paulo,47,1/1/2016
1998,Janeiro,Sergipe,0,1/1/1998
1999,Janeiro,Sergipe,36,1/1/1999
2000,Janeiro,Sergipe,1,1/1/2000
2001,Janeiro,Sergipe,2,1/1/2001
2002,Janeiro,Sergipe,1,1/1/2002
2003,Janeiro,Sergipe,198,1/1/2003
2004,Janeiro,Sergipe,16,1/1/2004
2005,Janeiro,Sergipe,80,1/1/2005
2006,Janeiro,Sergipe,36,1/1/2006
2007,Janeiro,Sergipe,56,1/1/2007
2008,Janeiro,Sergipe,100,1/1/2008
2009,Janeiro,Sergipe,60,1/1/2009
2010,Janeiro,Sergipe,29,1/1/2010
2011,Janeiro,Sergipe,36,1/1/2011
2012,Janeiro,Sergipe,39,1/1/2012
2013,Janeiro,Sergipe,34,1/1/2013
2014,Janeiro,Sergipe,20,1/1/2014
2015,Janeiro,Sergipe,44,1/1/2015
2016,Janeiro,Sergipe,9,1/1/2016
2017,Janeiro,Sergipe,31,1/1/2017
1998,Fevereiro,Sergipe,0,1/1/1998
1999,Fevereiro,Sergipe,25,1/1/1999
2000,Fevereiro,Sergipe,6,1/1/2000
2001,Fevereiro,Sergipe,2,1/1/2001
2002,Fevereiro,Sergipe,6,1/1/2002
2003,Fevereiro,Sergipe,50,1/1/2003
2004,Fevereiro,Sergipe,10,1/1/2004
2005,Fevereiro,Sergipe,19,1/1/2005
2006,Fevereiro,Sergipe,36,1/1/2006
2007,Fevereiro,Sergipe,22,1/1/2007
2008,Fevereiro,Sergipe,67,1/1/2008
2009,Fevereiro,Sergipe,64,1/1/2009
2010,Fevereiro,Sergipe,33,1/1/2010
2011,Fevereiro,Sergipe,31,1/1/2011
2012,Fevereiro,Sergipe,34,1/1/2012
2013,Fevereiro,Sergipe,47,1/1/2013
2014,Fevereiro,Sergipe,18,1/1/2014
2015,Fevereiro,Sergipe,40,1/1/2015
2016,Fevereiro,Sergipe,22,1/1/2016
2017,Fevereiro,Sergipe,18,1/1/2017
1998,Março,Sergipe,0,1/1/1998
1999,Março,Sergipe,18,1/1/1999
2000,Março,Sergipe,6,1/1/2000
2001,Março,Sergipe,1,1/1/2001
2002,Março,Sergipe,7,1/1/2002
2003,Março,Sergipe,62,1/1/2003
2004,Março,Sergipe,36,1/1/2004
2005,Março,Sergipe,28,1/1/2005
2006,Março,Sergipe,41,1/1/2006
2007,Março,Sergipe,2,1/1/2007
2008,Março,Sergipe,43,1/1/2008
2009,Março,Sergipe,29,1/1/2009
2010,Março,Sergipe,44,1/1/2010
2011,Março,Sergipe,47,1/1/2011
2012,Março,Sergipe,71,1/1/2012
2013,Março,Sergipe,,1/1/2013
2014,Março,Sergipe,33,1/1/2014
2015,Março,Sergipe,49,1/1/2015
2016,Março,Sergipe,26,1/1/2016
2017,Março,Sergipe,16,1/1/2017
1998,Abril,Sergipe,0,1/1/1998
1999,Abril,Sergipe,6,1/1/1999
2000,Abril,Sergipe,1,1/1/2000
2001,Abril,Sergipe,0,1/1/2001
2002,Abril,Sergipe,12,1/1/2002
2003,Abril,Sergipe,48,1/1/2003
2004,Abril,Sergipe,13,1/1/2004
2005,Abril,Sergipe,8,1/1/2005
2006,Abril,Sergipe,9,1/1/2006
2007,Abril,Sergipe,1,1/1/2007
2008,Abril,Sergipe,2,1/1/2008
2009,Abril,Sergipe,19,1/1/2009
2010,Abril,Sergipe,1,1/1/2010
2011,Abril,Sergipe,12,1/1/2011
2012,Abril,Sergipe,40,1/1/2012
2013,Abril,Sergipe,15,1/1/2013
2014,Abril,Sergipe,7,1/1/2014
2015,Abril,Sergipe,35,1/1/2015
2016,Abril,Sergipe,14,1/1/2016
2017,Abril,Sergipe,8,1/1/2017
1998,Maio,Sergipe,0,1/1/1998
1999,Maio,Sergipe,0,1/1/1999
2000,Maio,Sergipe,0,1/1/2000
2001,Maio,Sergipe,3,1/1/2001
2002,Maio,Sergipe,0,1/1/2002
2003,Maio,Sergipe,2,1/1/2003
2004,Maio,Sergipe,5,1/1/2004
2005,Maio,Sergipe,0,1/1/2005
2006,Maio,Sergipe,0,1/1/2006
2007,Maio,Sergipe,0,1/1/2007
2008,Maio,Sergipe,0,1/1/2008
2009,Maio,Sergipe,,1/1/2009
2010,Maio,Sergipe,0,1/1/2010
2011,Maio,Sergipe,0,1/1/2011
2012,Maio,Sergipe,17,1/1/2012
2013,Maio,Sergipe,1,1/1/2013
2014,Maio,Sergipe,1,1/1/2014
2015,Maio,Sergipe,11,1/1/2015
2016,Maio,Sergipe,9,1/1/2016
2017,Maio,Sergipe,1,1/1/2017
1998,Junho,Sergipe,0,1/1/1998
1999,Junho,Sergipe,0,1/1/1999
2000,Junho,Sergipe,0,1/1/2000
2001,Junho,Sergipe,0,1/1/2001
2002,Junho,Sergipe,0,1/1/2002
2003,Junho,Sergipe,0,1/1/2003
2004,Junho,Sergipe,0,1/1/2004
2005,Junho,Sergipe,0,1/1/2005
2006,Junho,Sergipe,0,1/1/2006
2007,Junho,Sergipe,0,1/1/2007
2008,Junho,Sergipe,0,1/1/2008
2009,Junho,Sergipe,2,1/1/2009
2010,Junho,Sergipe,,1/1/2010
2011,Junho,Sergipe,1,1/1/2011
2012,Junho,Sergipe,3,1/1/2012
2013,Junho,Sergipe,1,1/1/2013
2014,Junho,Sergipe,0,1/1/2014
2015,Junho,Sergipe,3,1/1/2015
2016,Junho,Sergipe,1,1/1/2016
2017,Junho,Sergipe,0,1/1/2017
1998,Julho,Sergipe,0,1/1/1998
1999,Julho,Sergipe,0,1/1/1999
2000,Julho,Sergipe,0,1/1/2000
2001,Julho,Sergipe,0,1/1/2001
2002,Julho,Sergipe,0,1/1/2002
2003,Julho,Sergipe,0,1/1/2003
2004,Julho,Sergipe,0,1/1/2004
2005,Julho,Sergipe,0,1/1/2005
2006,Julho,Sergipe,0,1/1/2006
2007,Julho,Sergipe,0,1/1/2007
2008,Julho,Sergipe,0,1/1/2008
2009,Julho,Sergipe,0,1/1/2009
2010,Julho,Sergipe,,1/1/2010
2011,Julho,Sergipe,0,1/1/2011
2012,Julho,Sergipe,1,1/1/2012
2013,Julho,Sergipe,0,1/1/2013
2014,Julho,Sergipe,0,1/1/2014
2015,Julho,Sergipe,0,1/1/2015
2016,Julho,Sergipe,0,1/1/2016
2017,Julho,Sergipe,0,1/1/2017
1998,Agosto,Sergipe,0,1/1/1998
1999,Agosto,Sergipe,0,1/1/1999
2000,Agosto,Sergipe,,1/1/2000
2001,Agosto,Sergipe,0,1/1/2001
2002,Agosto,Sergipe,2,1/1/2002
2003,Agosto,Sergipe,0,1/1/2003
2004,Agosto,Sergipe,0,1/1/2004
2005,Agosto,Sergipe,0,1/1/2005
2006,Agosto,Sergipe,0,1/1/2006
2007,Agosto,Sergipe,0,1/1/2007
2008,Agosto,Sergipe,0,1/1/2008
2009,Agosto,Sergipe,0,1/1/2009
2010,Agosto,Sergipe,0,1/1/2010
2011,Agosto,Sergipe,1,1/1/2011
2012,Agosto,Sergipe,0,1/1/2012
2013,Agosto,Sergipe,0,1/1/2013
2014,Agosto,Sergipe,0,1/1/2014
2015,Agosto,Sergipe,0,1/1/2015
2016,Agosto,Sergipe,6,1/1/2016
2017,Agosto,Sergipe,0,1/1/2017
1998,Setembro,Sergipe,0,1/1/1998
1999,Setembro,Sergipe,0,1/1/1999
2000,Setembro,Sergipe,0,1/1/2000
2001,Setembro,Sergipe,1,1/1/2001
2002,Setembro,Sergipe,0,1/1/2002
2003,Setembro,Sergipe,3,1/1/2003
2004,Setembro,Sergipe,0,1/1/2004
2005,Setembro,Sergipe,2,1/1/2005
2006,Setembro,Sergipe,0,1/1/2006
2007,Setembro,Sergipe,0,1/1/2007
2008,Setembro,Sergipe,0,1/1/2008
2009,Setembro,Sergipe,1,1/1/2009
2010,Setembro,Sergipe,0,1/1/2010
2011,Setembro,Sergipe,0,1/1/2011
2012,Setembro,Sergipe,1,1/1/2012
2013,Setembro,Sergipe,1,1/1/2013
2014,Setembro,Sergipe,4,1/1/2014
2015,Setembro,Sergipe,1,1/1/2015
2016,Setembro,Sergipe,2,1/1/2016
2017,Setembro,Sergipe,0,1/1/2017
1998,Outubro,Sergipe,0,1/1/1998
1999,Outubro,Sergipe,0,1/1/1999
2000,Outubro,Sergipe,3,1/1/2000
2001,Outubro,Sergipe,5,1/1/2001
2002,Outubro,Sergipe,20,1/1/2002
2003,Outubro,Sergipe,2,1/1/2003
2004,Outubro,Sergipe,,1/1/2004
2005,Outubro,Sergipe,11,1/1/2005
2006,Outubro,Sergipe,3,1/1/2006
2007,Outubro,Sergipe,3,1/1/2007
